Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3154,128,12,128,22,1185,204,234,124,2254,1,22,2
2487,258,11,361,7,3308,229,226,147,404,4,10,3
3192,122,16,150,77,1964,196,236,178,4357,1,29,2
3004,336,15,226,31,2274,205,223,154,1915,1,29,2
2213,50,26,301,17,552,206,189,180,5506,4,10,6
3100,167,19,258,24,1730,243,212,106,2329,1,22,2
3160,40,24,172,27,3257,236,193,134,1214,2,23,2
3069,176,10,339,-9,1270,240,245,106,1893,1,39,2
3204,119,7,251,73,5754,236,225,141,1891,1,38,1
2947,132,11,724,19,6292,240,236,115,3162,3,32,2
2839,313,31,192,32,848,169,215,123,2105,3,32,1
3142,335,17,236,126,1200,201,205,151,2271,2,31,1
3187,92,13,30,22,2339,233,218,163,3145,1,23,2
2220,126,12,740,48,2872,223,230,116,1901,4,10,3
3195,299,16,836,142,5384,198,197,182,1578,1,29,1
3201,305,19,291,68,725,162,192,176,719,2,23,2
3334,16,12,90,45,4142,242,212,116,4240,1,29,1
3134,42,4,150,54,1869,215,211,150,1407,1,38,7
3008,85,14,376,50,4259,234,242,134,4312,1,29,2
2464,52,10,108,125,3534,229,238,116,391,4,11,2
3213,148,31,30,11,1188,223,252,131,1624,3,33,2
3195,174,11,300,152,1290,236,235,135,155,2,30,1
3412,285,14,162,171,834,212,247,134,2598,3,24,2
2270,10,15,108,4,3530,233,221,141,3711,4,10,2
3265,165,13,108,-26,1123,239,222,179,1971,1,32,2
3155,307,6,0,0,2010,214,214,170,3043,1,22,2
2081,283,21,277,51,477,202,217,126,3008,4,10,3
3187,242,9,185,12,851,230,222,117,1615,2,22,2
2838,293,27,168,105,813,142,244,218,3366,2,10,2
3256,235,23,150,45,1174,211,221,101,1117,1,23,1
3390,24,5,162,44,2417,209,232,150,1863,3,33,1
2196,154,17,90,19,2279,225,212,146,2136,1,30,2
3170,126,14,30,90,3970,205,225,153,714,1,12,2
3225,328,5,628,198,1993,201,187,152,1068,3,33,2
3194,282,20,127,49,1621,178,235,114,2162,1,27,2
3005,294,23,510,355,750,192,230,198,2377,3,13,2
2739,207,25,245,24,832,195,236,178,400,1,2,2
2323,231,14,124,21,2769,181,229,195,6644,4,10,1
2150,322,20,655,46,1843,203,162,182,1080,4,10,3
2108,317,17,407,120,547,149,229,157,1185,4,10,3
3156,14,13,420,105,3582,239,207,139,2148,1,29,1
2545,36,31,212,112,1631,135,157,170,1787,1,19,2
2941,111,17,103,-44,1414,254,235,129,613,3,23,1
3225,34,21,113,86,2272,225,209,119,1982,1,23,1
2438,259,17,30,3,1940,192,226,193,1917,3,29,1
1917,109,5,300,169,1048,231,231,114,1184,4,6,3
3082,134,18,273,132,2010,220,247,158,3061,1,40,2
2353,318,6,201,7,1188,219,230,154,1045,4,5,3
2471,129,19,204,15,4226,218,232,141,2885,4,24,2
3171,319,18,128,29,591,193,224,177,2344,2,23,1
3134,124,13,318,40,1211,242,205,148,1088,1,29,2
2506,246,21,348,68,991,116,186,217,284,4,6,3
3254,134,14,783,33,684,215,235,118,190,2,23,1
2468,110,11,0,0,1194,230,204,112,1689,4,10,2
3177,44,10,162,31,1822,153,224,184,390,1,29,1
2606,53,15,150,86,2040,234,235,110,1046,4,15,7
3170,20,15,310,23,1362,208,218,170,2459,2,22,1
2205,176,6,759,48,1090,218,236,148,1063,4,10,6
3246,297,25,167,172,719,216,231,132,1469,2,23,2
3207,167,24,582,22,1513,193,247,164,1261,4,4,3
3204,28,2,95,15,1328,185,237,216,959,1,10,2
3108,278,13,253,28,700,177,234,211,2483,4,13,7
3097,212,14,120,6,1935,205,214,172,2406,2,23,1
3266,194,5,230,56,4294,232,238,150,1552,1,29,1
2265,43,18,160,29,3180,223,207,86,1580,4,10,3
3067,279,20,67,100,1753,189,242,149,1679,1,30,1
3481,252,19,60,2,853,210,201,156,3090,1,29,2
2234,317,16,118,111,2140,186,224,163,1206,3,10,2
2647,164,22,524,134,1340,206,242,117,1172,4,6,6
3649,82,17,210,67,2488,241,235,79,1442,1,29,2
3012,146,16,42,3,5483,204,221,121,1403,1,29,2
3111,39,15,108,6,1890,210,214,141,534,2,23,1
3303,90,22,171,140,1147,223,160,134,1420,2,33,1
3445,177,11,150,19,1666,234,235,152,966,3,32,1
3131,161,5,362,88,693,230,231,112,557,2,33,2
3444,306,11,550,44,1122,164,222,187,2965,2,22,2
2823,320,13,238,47,1257,201,213,176,1034,2,23,2
3103,325,29,323,54,900,205,197,212,1250,3,23,2
3116,307,10,30,85,1562,166,215,173,2588,1,23,1
2352,85,13,660,23,1253,233,215,126,1269,4,10,3
3178,188,18,124,5,1020,212,234,120,1008,1,29,1
2976,154,16,90,-16,2390,214,233,159,5614,1,29,2
2222,318,4,275,66,1124,161,227,195,1246,4,6,3
3172,302,1,397,163,4076,193,209,157,3408,1,29,2
2838,30,25,323,97,3691,196,210,170,2718,1,22,2
2189,341,13,442,26,1164,154,221,158,3128,4,1,3
2934,115,10,192,21,1514,234,219,147,2724,3,32,1
3054,321,15,42,67,1206,191,213,121,2762,2,22,2
2967,163,11,300,111,6169,230,219,150,1568,1,39,1
3198,31,20,217,-25,4485,192,224,190,1263,1,30,2
3140,216,10,251,-32,1080,217,234,163,2566,3,23,2
2225,113,19,391,19,1500,239,226,115,1539,4,10,3
2679,289,9,124,19,2755,212,231,136,1425,1,29,1
2420,5,5,199,-6,5142,232,221,49,1330,4,10,1
3160,50,16,42,15,2690,224,211,157,1086,2,23,1
3185,362,10,201,42,4809,201,246,132,6314,1,29,2
2683,48,17,132,108,834,241,218,75,1518,1,29,2
3152,327,24,240,110,1187,145,232,199,1242,1,22,2
3235,3,16,134,42,1923,216,227,148,2327,1,29,2
3317,331,14,674,141,739,193,229,158,760,1,29,3
2476,22,27,276,46,1996,138,213,134,1600,3,33,2
3101,194,21,343,162,1444,221,184,164,1325,1,29,2
2158,208,20,298,16,1364,178,227,196,2651,4,6,2
3432,310,34,67,16,1477,155,225,146,335,3,29,1
3215,25,13,215,10,1120,206,222,190,1108,2,31,2
3183,337,6,170,21,873,216,211,137,1260,1,23,2
3340,313,26,30,168,3614,216,189,140,1456,4,6,6
2816,154,14,247,57,1057,204,240,147,3315,1,29,1
2275,322,18,389,22,2440,198,227,164,1546,4,10,1
3261,247,14,421,15,170,209,237,169,1505,2,6,3
3321,325,16,240,216,3463,187,222,143,4695,2,23,2
3283,324,17,42,34,1230,193,242,192,1514,2,29,1
3187,335,25,552,25,463,235,192,97,1342,2,23,2
2232,229,19,267,177,1150,211,225,187,1146,4,6,3
3135,313,12,601,12,3617,234,223,106,4912,2,32,1
3012,79,17,1284,204,1113,225,225,128,813,3,12,2
3282,323,19,30,5,697,202,226,150,1907,2,10,6
3220,248,16,218,162,1525,199,244,121,1486,1,29,2
3258,61,20,108,36,3522,233,232,120,2346,1,29,1
2828,77,11,143,39,734,225,211,122,5091,1,29,2
3243,307,21,42,16,1358,166,200,190,1625,2,23,1
3011,35,23,301,107,2180,194,179,128,1397,3,23,2
2285,320,16,108,8,354,177,211,113,490,4,10,3
3047,310,31,502,-66,2041,201,229,105,1531,2,29,1
3181,195,6,412,-25,2806,215,229,138,1343,2,23,2
3158,125,26,108,101,1909,233,226,147,5039,2,12,2
3248,266,23,184,64,4103,230,220,114,1214,1,29,2
3358,151,11,691,170,5992,215,225,158,994,3,33,1
2298,35,16,301,66,4078,226,237,128,1042,4,1,2
2943,201,3,192,15,1507,242,189,165,4611,1,23,2
2128,138,26,856,101,2044,168,238,152,5683,4,10,3
3327,182,13,309,31,672,236,242,113,4063,2,23,2
3127,5,10,185,59,3342,227,212,142,1765,1,29,2
3126,160,17,614,130,2411,245,219,120,1030,3,23,2
3169,124,15,190,49,5038,180,226,139,1246,1,29,2
3159,338,31,537,124,2676,184,227,111,1795,1,38,2
3290,19,7,621,78,1654,224,228,131,1414,3,32,2
2286,316,29,170,140,1240,195,228,169,1129,4,3,6
3222,314,11,312,49,1508,186,231,152,2635,1,10,2
2205,40,10,212,191,978,205,225,137,1660,4,6,3
3345,259,16,277,45,2567,162,231,190,5521,2,38,1
2825,21,13,120,26,172,245,217,125,2520,1,29,1
3130,187,10,30,3,2350,235,222,143,3022,1,29,1
3065,181,13,195,24,735,185,224,151,1145,3,29,2
2016,24,26,218,67,1470,149,229,238,2543,4,19,6
3019,162,19,171,110,1147,218,228,132,410,1,29,1
3358,333,10,242,30,2390,213,225,152,2182,1,23,2
3201,89,17,128,201,666,213,223,140,5061,2,32,2
2932,292,13,330,-202,3828,218,228,106,2258,1,30,2
2865,134,11,216,18,300,237,236,133,726,1,29,2
3216,176,11,242,1,1948,244,242,94,1017,1,23,2
3200,326,14,90,36,888,164,232,187,1507,2,13,1
2845,19,14,192,15,1450,216,230,131,2301,1,29,1
2342,101,14,522,191,650,223,228,101,1696,1,29,2
3257,126,17,825,46,1874,236,227,116,1908,2,24,1
2989,281,17,572,85,997,224,216,123,1244,4,10,3
2177,142,22,489,189,305,226,109,152,3642,4,6,2
32278,394,15,161,69,3160,123,203,183,849,2,23,2
3211,282,18,160,61,1401,143,229,172,3258,1,29,1
3254,149,16,192,28,1569,228,244,145,1028,1,29,1
3121,112,16,279,44,785,229,232,152,3018,1,29,1
3248,316,13,421,111,282,238,219,106,1172,1,29,1
2373,55,12,477,-3,3226,206,229,132,4435,1,29,1
2609,28,16,30,22,1482,196,241,154,2718,1,29,1
3180,38,8,124,11,1412,205,214,165,1416,1,12,2
3151,316,11,267,25,194,207,210,161,1630,1,29,1
3148,187,18,234,242,6263,184,218,163,4496,1,24,2
3238,331,29,600,111,1506,155,221,126,1470,3,33,1
2395,201,23,362,69,452,185,214,215,1283,4,6,6
3112,50,26,636,121,899,207,172,129,1341,3,23,1
3101,102,25,307,10,1194,229,201,150,4562,2,24,1
3471,330,24,201,15,1805,208,216,155,1632,1,15,2
3241,199,16,632,252,711,243,215,121,837,1,29,2
2200,334,20,30,17,3909,127,195,197,649,4,10,6
3277,279,27,120,37,3576,160,227,119,2509,2,23,1
3829,247,13,309,11,3930,190,251,181,3214,2,33,1
2332,348,12,784,141,351,166,239,182,1899,1,15,2
2413,0,13,30,15,1119,224,212,139,2355,4,1,3
3211,10,13,30,19,2953,231,230,147,933,4,10,5
3222,248,18,648,17,1237,185,200,211,1798,3,23,2
2373,128,13,42,21,1870,247,243,123,1291,4,10,3
3112,151,1,42,25,1127,215,249,137,1666,1,23,2
2329,131,15,572,47,1507,217,212,143,1554,4,6,1
2639,145,20,325,36,5471,208,215,142,1592,2,22,2
3236,57,16,108,34,2115,213,212,134,904,3,38,2
3133,148,12,192,16,1148,246,219,116,399,1,29,1
3325,310,20,495,162,2280,211,215,124,609,2,23,2
3337,57,20,0,0,1397,210,218,163,1610,2,38,1
3200,138,15,185,107,782,234,233,79,753,2,29,2
2972,217,10,192,11,2150,118,239,222,4132,1,29,2
2211,176,1,30,9,673,190,217,187,1354,1,29,1
3207,93,10,426,119,1326,243,234,64,1664,2,32,2
3121,13,12,0,0,1740,206,236,174,6080,1,24,1
3061,72,25,150,85,1551,233,235,123,1470,3,22,2
3132,55,20,301,85,1222,222,246,148,1326,3,4,2
3129,73,16,42,30,3218,220,221,114,1223,1,4,1
2219,103,36,97,150,1163,200,236,167,658,4,10,2
3139,156,29,684,54,1486,212,220,130,953,1,39,1
3174,310,8,30,1,2577,256,223,129,2433,1,38,1
3377,42,19,487,55,2535,200,227,155,1429,2,33,2
3312,102,12,30,15,2476,208,228,120,1610,1,22,2
2234,120,12,65,38,1119,241,232,123,1420,4,10,3
2667,234,35,271,114,4232,141,216,198,2145,1,38,1
3244,330,16,300,17,1218,164,217,170,934,1,29,2
3155,73,10,295,-3,3867,241,226,120,2329,3,22,2
3164,70,17,439,112,1859,206,223,163,894,1,10,1
2909,113,24,821,113,2040,202,209,131,721,3,23,2
3280,22,17,108,123,1131,194,225,178,1687,1,22,2
3020,122,16,459,251,620,219,219,147,2461,1,23,1
3237,306,21,217,77,4340,176,213,204,1078,1,23,1
3103,328,18,477,201,4740,219,229,154,1121,2,29,1
2495,330,33,409,163,2167,160,154,194,1567,4,10,3
2848,52,28,428,42,899,212,191,154,1001,3,10,3
3155,55,12,446,181,1080,222,224,101,1268,3,32,1
3283,285,11,364,129,3766,205,240,209,1242,2,32,2
3051,379,13,270,125,2470,212,221,133,1533,1,24,1
2132,355,15,238,5,890,210,238,110,2471,4,10,6
3055,125,22,270,33,1999,230,234,153,4962,1,29,1
3067,344,16,424,266,1500,148,214,177,1226,1,29,2
3211,315,15,30,12,2617,172,240,167,1067,1,39,1
3254,336,15,952,134,1040,223,214,138,2119,2,22,2
2813,229,23,120,61,479,247,209,106,2680,1,13,1
2927,83,10,30,20,699,238,235,124,671,3,32,2
2240,91,23,212,88,1500,229,216,141,1097,4,10,1
2388,250,9,162,69,795,203,191,162,1100,4,10,3
2878,91,23,124,0,1182,125,245,180,1501,1,23,1
1925,96,15,536,108,4339,229,228,134,728,4,10,3
3292,38,13,331,83,1607,225,224,155,2425,3,40,1
3188,36,30,180,90,1501,214,234,146,674,3,10,2
3411,329,20,348,124,5428,194,211,182,1657,1,10,2
2224,59,9,277,19,1260,235,216,108,902,4,10,6
3062,116,13,60,4,1802,224,234,161,1828,1,10,2
3164,318,17,218,34,1784,202,231,157,2574,3,22,2
2870,175,10,190,33,609,232,246,19,1346,3,12,2
2279,285,15,170,30,2934,199,211,170,1174,4,10,1
2332,331,15,420,23,3228,143,224,170,3473,4,30,3
2318,146,5,242,11,2563,239,235,135,1050,4,10,1
3171,76,14,242,21,1948,230,177,116,1537,1,33,2
2274,135,16,127,197,336,224,234,214,2427,4,10,3
3252,45,11,314,25,1593,224,215,153,1054,3,24,2
2364,280,25,127,-3,1119,204,195,128,5550,4,10,3
3120,331,15,435,163,1475,210,193,148,2782,1,29,2
3270,250,15,661,163,1077,181,221,167,5133,1,29,2
3149,82,23,1127,162,402,203,207,162,1085,4,6,3
2216,131,12,67,21,3213,216,222,150,2452,4,10,3
3150,141,6,150,29,2124,231,229,123,1334,2,33,2
3116,104,10,270,24,2086,246,224,136,1396,3,23,2
3084,318,7,351,27,4134,197,238,173,1084,4,10,3
2913,101,26,363,70,1215,226,195,198,4258,3,33,2
3328,44,12,320,42,1716,237,230,75,1908,3,10,2
2259,51,19,108,-4,600,226,213,126,818,1,29,1
3047,255,6,42,25,1843,206,221,195,2744,4,12,2
3276,52,27,112,21,3123,156,226,205,5354,2,32,1
2331,359,14,30,10,1742,202,205,124,1896,4,10,1
3031,182,27,177,85,2615,232,247,111,3862,1,29,2
3139,175,12,30,5,1340,239,210,159,1255,2,23,2
2998,284,16,532,76,2217,193,205,168,2036,2,32,2
2002,129,21,130,50,1515,218,213,89,1662,4,10,6
2332,332,27,576,55,1686,183,210,184,1082,4,10,3
2467,104,14,30,30,1144,236,243,165,1218,4,10,3
3118,307,13,506,21,1870,214,226,142,4269,2,22,1
3226,250,25,267,54,1029,211,175,133,562,3,33,1
3149,11,10,30,5,1203,236,214,175,794,3,32,1
2394,152,16,258,25,1027,235,225,126,1505,4,3,1
2265,359,19,108,96,2365,204,221,133,2463,4,10,6
3063,90,19,195,67,1198,233,242,114,1877,3,33,2
2926,321,24,150,21,1830,211,155,91,2180,1,10,2
3082,320,15,285,73,1080,146,236,161,3428,3,32,1
2365,305,16,478,35,1387,205,215,165,3862,4,32,2
3114,308,15,321,123,2357,174,226,188,1143,2,23,1
3118,245,16,301,270,4369,185,238,156,767,1,24,2
2458,55,15,601,127,1970,225,225,54,1674,3,13,2
2109,310,16,242,23,3100,201,216,156,2111,4,10,3
2156,137,15,108,26,618,236,215,158,5611,4,3,1
3265,24,4,30,12,1639,206,237,181,1057,2,23,2
3162,155,15,30,-14,1322,224,235,149,3244,1,29,1
2440,141,17,170,218,3149,214,243,161,3000,4,38,1
3245,317,6,307,52,1268,239,225,108,1752,1,29,1
3020,205,15,410,53,1385,243,214,126,321,2,23,2
2231,337,31,128,31,399,198,159,122,1885,4,10,6
3108,328,9,313,67,1297,204,220,169,1078,1,29,2
2919,133,13,216,69,5695,225,228,133,1275,1,22,1
2904,253,14,510,4,1077,233,220,120,1343,1,13,2
2451,5,12,42,16,4860,217,222,177,1646,4,10,6
3125,120,11,30,6,4345,235,236,119,5413,1,3,3
3099,120,10,42,26,687,249,236,119,672,2,24,1
3370,328,31,0,0,1841,168,175,162,1578,3,23,2
3211,112,14,837,29,2287,244,228,100,1180,3,23,1
2848,46,15,0,0,2860,237,229,124,1507,1,29,1
2317,332,20,134,30,3943,193,210,116,3092,4,10,6
3181,195,26,102,24,524,224,177,151,1038,2,29,1
3258,41,10,0,0,1740,224,225,45,1130,4,10,6
3412,354,12,67,-1,5097,202,224,129,1504,1,22,2
3191,41,6,192,9,4493,231,236,116,4832,1,23,2
2016,271,17,450,24,1290,206,236,124,938,4,10,6
2738,44,25,30,6,2701,232,213,153,2486,1,23,2
2953,324,16,160,69,170,212,247,157,3609,1,24,2
2126,311,26,339,192,850,153,229,171,3056,4,10,3
2551,25,2,60,18,1367,206,229,117,1125,3,24,2
3366,23,20,150,73,360,211,224,172,1615,3,33,2
2345,298,17,316,81,296,221,233,132,3350,4,10,3
3250,110,17,215,27,2257,231,214,123,1377,1,29,1
3269,284,19,258,26,432,215,234,136,1138,1,29,2
2819,171,16,219,-20,1756,229,247,101,1828,3,29,1
3017,119,12,670,173,1493,224,243,143,2397,1,29,2
3399,8,17,241,132,2115,203,234,214,1902,1,23,2
2113,107,7,360,55,537,211,224,163,515,4,10,2
3204,343,19,1128,73,1584,144,237,139,1849,1,29,2
2519,29,19,30,33,3937,216,256,129,1429,4,10,2
3278,214,22,267,178,3016,161,215,191,687,3,4,2
3183,295,14,230,85,890,165,222,115,1251,1,29,2
3261,99,28,124,51,1619,224,218,157,900,1,29,2
2777,7,14,30,27,1242,224,226,131,667,1,10,2
3170,293,19,216,61,5541,184,217,150,636,3,29,2
2192,214,21,95,17,407,186,207,152,1001,1,29,2
3145,132,12,188,15,1160,218,235,106,3656,2,23,1
3225,335,11,175,50,1800,193,241,193,1674,2,13,2
3441,216,20,208,119,1135,235,203,143,1248,4,39,1
2942,331,6,0,0,2142,214,233,128,897,1,29,1
2824,144,19,30,1,210,232,218,119,1542,1,29,2
3198,115,15,249,13,1870,216,226,154,1014,2,23,2
3264,6,13,170,21,1154,224,218,114,2238,1,22,2
2100,336,18,192,145,1905,149,217,160,2534,4,10,2
3054,156,15,142,33,2638,220,213,176,1718,3,33,2
2311,332,13,30,18,5968,215,234,151,2455,1,10,2
3362,12,10,134,53,1569,224,228,139,1723,3,32,2
3099,319,20,153,1,2085,192,225,165,2691,3,33,1
2599,179,11,150,56,2027,214,225,119,482,1,29,1
3271,115,15,60,57,1498,220,247,158,758,1,22,2
2121,69,11,130,28,1882,236,216,108,2214,1,3,2
2412,36,11,30,5,3564,228,224,160,5749,4,10,6
3146,150,13,95,12,3211,203,232,152,935,2,39,1
3100,136,25,415,53,1740,173,194,129,1621,1,24,2
3293,101,11,270,36,1706,249,222,158,1163,1,29,2
2378,60,18,606,65,180,210,175,170,562,4,6,2
3197,331,21,484,-19,1266,200,211,134,1807,3,32,2
3362,161,6,124,12,1200,257,182,216,2684,1,29,1
2824,303,19,67,5,1120,198,229,203,217,1,29,2
3257,196,22,471,115,837,202,205,158,1128,2,22,2
3145,126,14,170,10,1043,244,224,128,2894,1,29,1
2987,102,11,108,42,408,226,221,157,3987,2,23,1
2163,106,13,42,17,1066,133,239,163,2466,4,10,1
3130,281,29,67,161,2408,198,216,189,1136,2,33,2
3165,153,18,772,136,2871,228,223,162,1017,3,33,2
2312,329,13,180,-24,2231,210,229,153,2746,3,33,2
2456,317,10,210,101,1561,196,237,191,2572,4,2,3
3143,117,14,60,10,753,198,238,193,678,1,29,2
2340,29,14,228,73,694,223,221,173,852,4,13,3
3130,229,25,361,29,2088,198,227,189,1076,2,24,1
2118,19,25,108,11,2016,204,192,194,2734,4,12,6
1999,301,19,95,52,106,165,228,192,1210,4,10,6
2499,42,9,547,29,1808,212,212,133,1718,4,1,2
2888,222,10,224,66,4198,209,238,121,448,1,12,2
2524,273,19,192,21,956,209,217,150,1294,1,10,2
3188,318,14,510,26,841,215,223,162,977,1,23,2
3152,336,6,378,21,412,178,248,199,1677,1,29,2
3170,255,36,165,127,1213,167,233,143,1645,1,29,2
3228,341,21,278,-68,1329,180,195,188,1465,2,22,2
3105,142,19,124,8,1222,245,232,121,577,1,32,2
2012,283,11,250,23,2584,170,193,181,1426,1,29,2
3230,67,9,267,118,3363,225,227,98,2283,3,12,2
3357,43,6,721,49,4314,219,233,153,1037,1,12,2
3104,131,10,878,297,730,213,231,149,2364,1,22,2
3331,340,14,89,-32,5282,184,227,198,1356,1,23,2
3311,92,18,190,79,1431,244,224,121,1707,2,33,1
3271,54,22,67,27,1360,221,167,135,252,3,33,1
3216,196,14,210,26,5624,235,222,129,4238,1,29,2
2285,302,10,270,369,2863,187,215,133,4838,1,32,1
3276,157,20,249,155,1449,220,234,138,1166,1,29,2
3140,157,30,60,42,713,242,236,104,1735,4,10,2
3129,161,5,150,26,1388,225,229,126,1240,1,29,6
3197,62,25,108,10,1297,215,226,175,1718,1,26,2
3188,325,20,513,-13,3170,182,207,188,4125,1,22,2
2974,336,6,60,14,1474,157,230,219,913,1,29,2
3216,127,17,552,138,1186,230,212,129,2016,1,29,1
2635,330,18,330,93,1877,184,226,152,3184,1,29,2
2213,285,6,278,21,218,210,235,146,1200,4,10,6
3118,85,18,277,151,1275,206,249,168,2744,1,38,2
2338,162,16,42,15,1911,228,221,155,1378,4,6,3
2097,60,16,30,90,9180,218,206,161,300,1,10,2
2130,77,19,30,-4,1361,235,226,132,1594,4,10,2
2254,142,26,525,131,4687,235,182,160,2484,4,10,2
3138,162,10,108,26,5630,242,201,128,4515,1,22,2
2256,114,17,335,41,733,230,238,130,1497,1,29,1
2358,252,30,241,47,1274,206,214,191,477,4,10,3
3299,115,37,108,2,2648,234,242,166,2289,1,10,2
3151,166,5,167,58,1521,191,231,205,2060,4,10,2
2018,132,14,108,74,1521,242,218,102,225,4,6,3
2385,53,13,170,8,1132,228,220,128,2426,4,3,3
2264,184,14,108,89,1681,201,220,140,2295,4,10,7
2445,124,29,551,31,1788,226,206,147,4972,4,6,3
2654,317,6,572,168,1435,219,225,144,797,4,14,3
2825,251,24,163,23,1760,142,215,208,1021,1,12,2
3166,60,10,192,53,5911,203,178,141,1168,4,32,6
3266,291,12,242,201,1653,210,234,156,2825,1,33,2
3238,173,7,224,21,1067,231,223,198,1084,2,22,2
2971,359,10,453,107,1320,206,221,127,1436,3,12,1
3085,73,13,268,116,3748,222,213,116,1232,1,10,6
3028,186,10,333,27,2695,208,217,197,2784,1,29,1
2989,150,13,68,24,1723,236,227,120,1818,1,23,1
2366,150,12,323,70,185,204,229,121,168,4,6,2
3135,134,4,90,40,1301,238,232,104,1208,1,29,1
2299,318,13,180,16,2674,205,215,144,1363,1,23,2
3413,119,25,124,56,1112,242,224,94,738,2,32,1
3126,210,17,108,95,922,195,224,199,508,3,33,2
3022,130,16,60,28,1202,244,241,129,4850,1,23,2
3279,316,6,118,-3,4017,214,225,160,415,2,39,1
3080,238,12,127,67,2220,163,246,190,2786,3,23,2
3342,299,10,190,125,1782,212,229,121,1491,2,22,2
3172,146,15,285,93,1120,233,219,119,1532,2,33,1
3193,75,15,30,0,4751,232,219,135,2601,1,29,2
2376,59,12,153,81,696,221,235,166,102,4,10,3
3062,131,7,180,109,2157,213,186,100,1728,4,6,3
2562,265,30,42,3,569,223,252,194,1324,1,29,1
3033,87,18,212,13,4698,197,224,211,1807,1,25,2
3088,376,18,162,25,542,199,217,163,1801,2,37,1
2376,31,9,490,80,4135,202,214,127,6566,4,10,3
3016,344,8,423,97,2075,199,226,174,471,1,29,2
3194,326,15,407,132,2311,184,214,198,2159,2,32,1
2205,309,12,593,133,2160,200,229,160,1783,4,4,3
3286,245,29,304,-52,1245,159,238,205,854,1,23,3
2989,132,11,819,102,4510,251,245,100,1518,1,24,2
3025,119,5,30,3,2458,232,236,127,587,2,4,3
2429,234,9,160,120,4331,194,224,172,950,4,39,1
3096,279,13,333,-36,2560,220,259,129,2389,1,29,2
3011,347,14,180,19,1175,212,227,133,2245,3,23,2
2101,178,12,42,10,720,200,214,158,1427,4,10,3
3196,204,14,124,20,1982,197,226,160,1708,1,32,1
3140,152,18,108,28,600,234,222,143,1201,1,19,2
3090,22,18,120,32,2591,205,229,135,2140,1,10,6
3135,12,28,150,11,1626,211,246,158,3347,3,14,2
3417,58,13,277,6,643,228,229,150,1918,1,10,2
2506,124,31,162,34,2450,194,204,125,1980,3,11,2
2300,131,11,255,112,1908,218,221,139,696,4,6,2
3233,199,10,510,6,1650,225,236,164,1286,2,22,1
3150,72,7,30,5,1939,203,233,163,1244,1,23,2
2720,51,9,150,34,4362,219,233,138,4877,1,29,2
3282,139,25,30,0,5604,241,205,118,1639,1,29,1
3520,171,20,30,14,2541,218,192,121,2116,2,22,2
3113,250,14,90,91,2497,189,222,192,965,1,11,2
3275,106,33,42,10,1017,204,250,165,1398,4,10,3
3236,192,16,674,215,1010,203,221,170,198,2,33,2
2342,24,6,127,63,954,151,215,187,1484,4,4,3
3331,109,11,421,42,1460,226,238,160,1263,1,22,2
3147,65,6,123,90,1805,203,210,151,1084,1,10,2
2912,335,21,277,152,1217,199,222,156,1706,3,32,2
3002,348,9,316,27,434,229,228,145,457,2,33,1
2327,44,17,190,103,5777,214,182,157,960,4,10,3
2172,127,27,199,201,1174,178,206,166,2474,4,6,3
3131,46,26,170,340,838,203,187,123,813,3,10,2
2379,157,13,319,-12,630,250,232,168,1604,1,11,2
3202,34,12,30,4,2080,203,238,141,4381,2,23,2
2193,162,13,1249,127,5677,212,230,153,1623,4,10,3
3319,233,29,649,112,770,209,223,125,1472,3,23,3
2962,24,18,412,170,1277,213,216,148,1281,1,29,1
3105,351,14,242,94,2829,192,234,160,2758,1,29,1
3225,346,29,153,10,1200,154,170,201,770,1,29,3
3247,123,11,323,254,1923,243,213,127,1248,1,29,1
2948,296,16,108,5,930,217,226,133,1778,1,29,1
3118,128,14,108,47,1289,225,201,138,557,1,29,1
2672,12,10,759,77,2349,237,214,141,1676,1,30,2
3170,77,12,185,116,1513,220,229,141,2334,2,23,1
3397,153,6,621,41,1854,212,226,147,1905,1,29,2
2410,294,23,182,62,4960,206,228,153,2057,1,29,2
3144,32,11,0,0,369,126,252,221,912,3,10,3
3299,49,26,127,38,1223,231,198,120,1674,2,24,2
3107,75,19,242,71,1528,251,193,114,1208,1,29,1
2211,162,16,351,16,277,227,227,127,2292,1,29,2
3142,101,27,30,42,798,194,238,133,1955,1,30,1
3294,86,18,30,5,2830,220,215,135,1768,2,39,1
3254,328,15,332,6,4954,163,206,150,2254,2,23,1
2561,121,5,670,17,755,241,225,141,1481,1,29,6
2480,66,13,674,65,1018,242,214,94,2467,4,10,2
2337,211,20,312,65,1142,187,211,147,1809,4,6,3
3083,105,19,150,18,2083,248,237,112,1901,1,29,2
2339,293,11,30,1,2171,149,225,200,1222,4,10,2
3206,45,4,402,40,1845,216,218,167,1814,2,31,1
3349,64,19,634,114,1627,224,231,159,3214,2,23,1
2933,42,11,372,126,1399,207,205,101,919,3,38,1
3018,261,9,80,14,1576,214,222,140,884,3,40,7
2414,37,12,90,29,719,228,205,111,631,4,10,1
3107,328,29,180,31,213,146,203,187,632,2,23,2
3260,112,11,170,59,2490,212,227,141,1824,1,24,2
