date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.903,6,0.191,0.029,0.177,0.002,0.216,0.761,DOWN
0.435,5,0.681,0.048,0.241,0.003,0.423,0.415,DOWN
0.43,5,0.915,0.041,0.366,0.003,0.423,0.415,DOWN
0.425,5,0.043,0.092,0.277,0.003,0.423,0.415,UP
0.885,6,0.702,0.028,0.431,0.002,0.364,0.754,DOWN
0.023,7,0.745,0.086,0.374,0.003,0.423,0.415,UP
0.022,7,0.851,0.072,0.407,0.003,0.423,0.415,UP
0.461,5,0.191,0.027,0.154,0.002,0.245,0.534,DOWN
0.457,6,0.213,0.024,0.299,0.001,0.329,0.662,DOWN
0.452,5,0.787,0.041,0.684,0.003,0.536,0.563,DOWN
0.443,6,0.362,0.041,0.374,0.003,0.193,0.75,DOWN
0.01,5,0.872,0.042,0.597,0.003,0.423,0.415,DOWN
0.908,2,0.277,0.049,0.349,0.003,0.376,0.467,DOWN
0.451,6,0.681,0.046,0.561,0.003,0.504,0.501,UP
0.022,6,0.383,0.07,0.412,0.003,0.423,0.415,DOWN
0.908,4,0.021,0.058,0.412,0.004,0.416,0.542,DOWN
0.005,3,0.17,0.046,0.16,0.003,0.423,0.415,DOWN
0.023,5,0.298,0.09,0.41,0.003,0.423,0.415,UP
0.018,4,0.894,0.064,0.434,0.003,0.423,0.415,DOWN
0.456,5,0.043,0.058,0.503,0.004,0.507,0.586,DOWN
0.023,4,0.915,0.091,0.431,0.003,0.423,0.415,DOWN
0.429,6,0.34,0.057,0.321,0.003,0.423,0.415,DOWN
0.872,1,0.872,0.041,0.391,0.002,0.314,0.813,DOWN
0.018,7,0.298,0.057,0.137,0.003,0.423,0.415,DOWN
0.898,7,0.106,0.071,0.221,0.003,0.354,0.687,DOWN
0.439,6,0.128,0.044,0.135,0.003,0.423,0.415,DOWN
0.456,2,0.255,0.031,0.457,0.002,0.288,0.66,DOWN
0.881,3,0.809,0.029,0.377,0.002,0.353,0.727,UP
0.009,4,0.149,0.042,0.198,0.003,0.423,0.415,DOWN
0.027,3,0.234,0.074,0.333,0.003,0.423,0.415,UP
0.912,3,0.298,0.045,0.418,0.003,0.58,0.371,DOWN
0.425,7,0.83,0.084,0.474,0.003,0.423,0.415,UP
0.434,2,0.021,0.043,0.289,0.003,0.423,0.415,DOWN
0.456,4,0.83,0.034,0.578,0.002,0.518,0.581,DOWN
0.868,6,0.043,0.029,0.193,0.002,0.261,0.767,UP
0.448,3,0.404,0.043,0.703,0.003,0.608,0.262,UP
0.031,6,0.809,0.065,0.325,0.003,0.423,0.415,DOWN
0.474,3,0.085,0.021,0.149,0.001,0.239,0.672,DOWN
0.469,4,0.043,0.031,0.214,0.002,0.229,0.571,DOWN
0.001,1,0.787,0.0444,0.596,0.003,0.423,0.415,DOWN
0.903,6,0.702,0.087,0.54,0.006,0.649,0.289,UP
0.456,4,0.043,0.031,0.344,0.002,0.438,0.672,DOWN
0.89,4,0.362,0.03,0.55,0.002,0.556,0.306,DOWN
0.018,5,0.404,0.043,0.482,0.003,0.423,0.415,DOWN
0.46,5,0.34,0.053,0.57,0.004,0.528,0.458,UP
0.443,6,0.702,0.04,0.501,0.003,0.503,0.501,DOWN
0.43,6,0.191,0.041,0.121,0.003,0.423,0.415,DOWN
0.023,7,0.447,0.054,0.31,0.003,0.423,0.415,UP
0.013,2,0.255,0.042,0.356,0.003,0.423,0.415,DOWN
0.018,2,0.872,0.069,0.397,0.003,0.423,0.415,DOWN
0.452,3,0.319,0.048,0.523,0.003,0.555,0.304,UP
0.004,4,0.021,0.044,0.396,0.003,0.423,0.415,DOWN
0.439,7,0.34,0.055,0.252,0.003,0.423,0.415,DOWN
0.425,1,0.766,0.077,0.519,0.003,0.423,0.415,UP
0.004,7,0.383,0.044,0.335,0.003,0.423,0.415,DOWN
0.027,4,0.809,0.075,0.371,0.003,0.423,0.415,DOWN
0.018,2,0.979,0.07,0.452,0.003,0.423,0.415,UP
0.014,7,0.957,0.041,0.366,0.003,0.423,0.415,DOWN
0.442,4,0.638,0.056,0.509,0.004,0.593,0.375,UP
0.018,5,0.681,0.046,0.456,0.003,0.423,0.415,DOWN
0.022,5,0.787,0.048,0.266,0.003,0.423,0.415,DOWN
0.027,6,0.468,0.076,0.355,0.003,0.423,0.415,UP
0.018,7,0.447,0.077,0.362,0.003,0.423,0.415,UP
0.014,2,0.213,0.072,0.226,0.003,0.423,0.415,DOWN
0.429,1,0.447,0.09,0.422,0.003,0.423,0.415,UP
0.014,3,0.979,0.051,0.487,0.003,0.423,0.415,DOWN
0.013,6,0.064,0.079,0.434,0.003,0.423,0.415,UP
0.013,5,0.277,0.047,0.545,0.003,0.423,0.415,DOWN
0.47,3,0.404,0.074,0.572,0.005,0.605,0.39,UP
0.912,7,0.106,0.043,0.178,0.003,0.306,0.683,DOWN
0.018,4,0.979,0.065,0.472,0.003,0.423,0.415,DOWN
0.43,4,0.596,0.073,0.462,0.003,0.423,0.415,DOWN
0.017,7,0.851,0.061,0.276,0.003,0.423,0.415,DOWN
0.43,2,0.553,0.09,0.587,0.003,0.423,0.415,UP
0.438,5,0.894,0.06,0.387,0.003,0.423,0.415,DOWN
0.031,2,0.383,0.111,0.564,0.003,0.423,0.415,UP
0.004,6,0.255,0.081,0.298,0.003,0.423,0.415,UP
0.023,3,0.128,0.064,0.098,0.003,0.423,0.415,DOWN
0.456,3,0.128,0.028,0.306,0.002,0.303,0.897,DOWN
0.466,7,0.234,0.026,0.15,0.002,0.168,0.676,DOWN
0.014,3,0.191,0.041,0.241,0.003,0.423,0.415,DOWN
0.912,6,0.723,0.101,0.607,0.007,0.568,0.375,UP
0.456,1,0.064,0.024,0.215,0.002,0.335,0.726,DOWN
0.885,6,0.979,0.029,0.537,0.002,0.489,0.354,DOWN
0.429,3,0.83,0.083,0.419,0.003,0.423,0.415,UP
0.018,4,0.638,0.051,0.463,0.003,0.423,0.415,DOWN
0.443,2,0.426,0.074,0.529,0.005,0.539,0.53,DOWN
0.461,2,0.617,0.031,0.466,0.002,0.332,0.766,UP
0.004,2,0.064,0.071,0.285,0.003,0.423,0.415,DOWN
0.43,2,0.383,0.089,0.536,0.003,0.423,0.415,UP
0.023,6,0.043,0.056,0.204,0.003,0.423,0.415,DOWN
0.443,3,0.234,0.044,0.205,0.003,0.246,0.58,DOWN
0.877,6,0.234,0.028,0.269,0.002,0.307,0.754,DOWN
0.027,2,0.681,0.11,0.505,0.003,0.423,0.415,UP
0.447,2,0.191,0.032,0.157,0.002,0.202,0.629,DOWN
0.448,4,0.043,0.04,0.366,0.003,0.252,0.532,DOWN
0.464,1,0.553,0.03,0.343,0.002,0.365,0.541,UP
0.001,3,0.234,0.044,0.358,0.003,0.423,0.415,DOWN
0.027,6,0.191,0.048,0.113,0.003,0.423,0.415,DOWN
0.877,2,0.064,0.027,0.221,0.002,0.314,0.521,DOWN
0.443,7,0.574,0.054,0.513,0.004,0.383,0.501,DOWN
0.908,2,0.66,0.079,0.495,0.005,0.512,0.371,UP
0.908,3,0.766,0.043,0.487,0.003,0.451,0.578,UP
0.881,7,0.34,0.031,0.272,0.002,0.219,0.687,DOWN
0.456,3,0.085,0.033,0.383,0.002,0.516,0.612,DOWN
0.014,2,0.064,0.041,0.372,0.003,0.423,0.415,DOWN
0.46,2,0.851,0.029,0.485,0.002,0.389,0.591,UP
0.43,7,0.043,0.051,0.292,0.003,0.423,0.415,DOWN
0.889,4,0.979,0.035,0.451,0.002,0.448,0.502,UP
0.005,6,0.255,0.076,0.174,0.003,0.423,0.415,DOWN
0.889,2,0.553,0.027,0.507,0.002,0.349,0.512,DOWN
0.89,6,0.319,0.073,0.629,0.005,0.575,0.526,UP
0.911,7,0.191,0.027,0.13,0.002,0.226,0.621,DOWN
0.443,1,0.894,0.058,0.437,0.004,0.302,0.524,UP
0.456,4,0.809,0.035,0.557,0.002,0.64,0.549,DOWN
0.434,7,0.936,0.061,0.337,0.003,0.423,0.415,UP
0.881,2,0.383,0.028,0.522,0.002,0.544,0.622,UP
0.425,3,1.0,0.062,0.372,0.003,0.423,0.415,DOWN
0.474,1,0.66,0.027,0.309,0.002,0.224,0.629,DOWN
0.456,7,0.277,0.028,0.393,0.002,0.36,0.797,UP
0.022,7,0.83,0.075,0.467,0.003,0.423,0.415,UP
0.438,3,0.553,0.091,0.554,0.003,0.423,0.415,UP
0.434,1,0.766,0.078,0.537,0.003,0.423,0.415,UP
0.027,6,0.426,0.074,0.321,0.003,0.423,0.415,UP
0.425,7,0.936,0.075,0.239,0.003,0.423,0.415,UP
0.426,2,0.383,0.079,0.522,0.003,0.423,0.415,UP
0.447,7,0.213,0.025,0.146,0.001,0.211,0.726,DOWN
0.009,4,0.809,0.075,0.701,0.003,0.423,0.415,DOWN
0.881,3,0.085,0.029,0.232,0.001,0.306,0.654,DOWN
0.456,1,0.064,0.031,0.271,0.002,0.372,0.738,UP
0.872,1,0.723,0.031,0.562,0.002,0.374,0.857,DOWN
0.023,5,0.511,0.071,0.481,0.003,0.423,0.415,UP
0.464,7,0.532,0.026,0.345,0.002,0.213,0.704,DOWN
0.912,4,0.596,0.09,0.554,0.006,0.553,0.435,UP
0.443,1,0.936,0.053,0.439,0.004,0.409,0.596,DOWN
0.465,7,0.638,0.029,0.337,0.002,0.285,0.749,DOWN
0.447,6,0.404,0.043,0.532,0.003,0.548,0.615,UP
0.004,2,0.106,0.043,0.272,0.003,0.423,0.415,DOWN
0.899,6,0.404,0.089,0.664,0.006,0.505,0.572,UP
0.895,5,0.277,0.067,0.55,0.005,0.47,0.608,UP
0.442,3,0.532,0.058,0.518,0.003,0.423,0.415,DOWN
0.46,5,0.383,0.033,0.517,0.002,0.578,0.345,DOWN
0.912,3,0.468,0.044,0.566,0.003,0.503,0.38,DOWN
0.013,2,0.298,0.042,0.507,0.003,0.423,0.415,DOWN
0.465,1,0.17,0.026,0.128,0.002,0.186,0.746,DOWN
0.881,4,0.574,0.042,0.609,0.003,0.47,0.664,DOWN
0.465,4,0.617,0.047,0.46,0.003,0.401,0.464,UP
0.005,7,0.191,0.042,0.07,0.003,0.423,0.415,UP
0.46,6,0.085,0.031,0.16,0.002,0.305,0.493,DOWN
0.908,7,0.745,0.078,0.442,0.005,0.329,0.579,UP
0.881,7,0.596,0.04,0.317,0.003,0.28,0.851,DOWN
0.456,6,0.723,0.058,0.643,0.004,0.501,0.578,UP
0.461,1,0.553,0.03,0.374,0.002,0.241,0.378,UP
0.873,4,0.596,0.037,0.637,0.002,0.685,0.507,UP
0.001,6,0.936,0.044,0.413,0.003,0.423,0.415,DOWN
0.018,5,0.447,0.08,0.551,0.003,0.423,0.415,UP
0.448,2,0.809,0.042,0.503,0.003,0.459,0.565,DOWN
0.474,4,0.043,0.025,0.167,0.002,0.319,0.641,DOWN
0.031,6,1.0,0.074,0.419,0.003,0.423,0.415,UP
0.456,4,0.894,0.055,0.62,0.004,0.483,0.578,DOWN
0.009,5,0.681,0.042,0.506,0.003,0.423,0.415,DOWN
0.908,3,0.404,0.093,0.524,0.007,0.576,0.46,UP
0.429,4,0.766,0.068,0.462,0.003,0.423,0.415,DOWN
0.885,3,0.809,0.029,0.572,0.002,0.615,0.273,DOWN
0.903,7,0.362,0.088,0.442,0.003,0.34,0.699,UP
0.447,4,0.936,0.035,0.574,0.002,0.414,0.513,DOWN
0.473,1,0.383,0.042,0.425,0.003,0.19,0.857,DOWN
0.004,2,0.745,0.044,0.526,0.003,0.423,0.415,DOWN
0.908,4,0.064,0.049,0.354,0.003,0.425,0.454,DOWN
0.425,5,0.702,0.071,0.435,0.003,0.423,0.415,DOWN
0.867,5,0.957,0.04,0.446,0.003,0.384,0.554,UP
0.027,6,0.638,0.074,0.305,0.003,0.423,0.415,UP
0.429,3,0.383,0.093,0.538,0.003,0.423,0.415,UP
0.027,1,0.936,0.091,0.409,0.003,0.423,0.415,UP
0.022,6,0.255,0.047,0.154,0.003,0.423,0.415,DOWN
0.425,6,0.617,0.058,0.301,0.003,0.423,0.415,DOWN
0.872,3,0.255,0.029,0.307,0.002,0.323,0.766,DOWN
0.014,2,0.511,0.041,0.468,0.003,0.423,0.415,DOWN
0.898,2,0.702,0.087,0.649,0.006,0.627,0.509,UP
0.474,1,0.149,0.022,0.128,0.002,0.16,0.758,DOWN
0.89,4,0.787,0.033,0.614,0.002,0.66,0.385,DOWN
0.447,6,0.404,0.044,0.596,0.003,0.492,0.385,DOWN
0.027,5,0.617,0.055,0.428,0.003,0.423,0.415,DOWN
0.469,4,0.234,0.028,0.242,0.002,0.178,0.715,DOWN
0.014,7,0.809,0.066,0.524,0.003,0.423,0.415,UP
0.881,1,0.745,0.031,0.477,0.002,0.32,0.754,UP
0.437,4,0.191,0.06,0.203,0.003,0.423,0.415,DOWN
0.474,5,0.064,0.028,0.265,0.002,0.29,0.663,DOWN
0.005,7,0.596,0.062,0.355,0.003,0.423,0.415,DOWN
0.908,7,0.894,0.04,0.284,0.003,0.304,0.554,DOWN
0.014,3,1.0,0.041,0.458,0.003,0.423,0.415,DOWN
0.912,4,0.851,0.045,0.359,0.003,0.447,0.525,DOWN
0.429,3,0.894,0.075,0.322,0.003,0.423,0.415,DOWN
0.873,6,0.915,0.035,0.424,0.002,0.345,0.742,UP
0.443,6,0.043,0.042,0.259,0.003,0.27,0.59,DOWN
0.032,6,0.702,0.067,0.222,0.003,0.423,0.415,DOWN
0.438,2,0.553,0.054,0.291,0.003,0.423,0.415,UP
0.031,1,0.617,0.09,0.401,0.003,0.423,0.415,UP
0.009,1,1.0,0.051,0.542,0.003,0.423,0.415,DOWN
0.439,6,0.128,0.05,0.202,0.003,0.423,0.415,DOWN
0.903,2,0.043,0.086,0.365,0.006,0.393,0.525,UP
0.474,7,0.021,0.028,0.273,0.002,0.292,0.572,DOWN
0.89,6,0.723,0.036,0.785,0.003,0.679,0.438,DOWN
0.027,6,0.936,0.076,0.352,0.003,0.423,0.415,DOWN
0.027,6,0.894,0.049,0.287,0.003,0.423,0.415,DOWN
0.443,4,0.83,0.042,0.611,0.003,0.582,0.492,DOWN
0.474,7,0.255,0.029,0.226,0.002,0.227,0.735,DOWN
0.867,4,0.723,0.049,0.354,0.003,0.346,0.602,UP
0.019,2,0.553,0.055,0.499,0.003,0.423,0.415,DOWN
0.032,7,0.532,0.08,0.225,0.003,0.423,0.415,UP
0.89,2,0.489,0.044,0.68,0.003,0.605,0.373,DOWN
0.456,6,0.957,0.054,0.639,0.004,0.428,0.575,UP
0.027,6,0.064,0.048,0.222,0.003,0.423,0.415,DOWN
0.009,6,0.979,0.081,0.56,0.003,0.423,0.415,UP
0.894,5,0.809,0.05,0.701,0.003,0.446,0.589,DOWN
0.889,7,0.426,0.029,0.505,0.002,0.366,0.693,DOWN
0.027,3,0.298,0.055,0.409,0.003,0.423,0.415,DOWN
0.443,6,0.979,0.056,0.481,0.004,0.486,0.521,DOWN
0.018,2,0.489,0.047,0.493,0.003,0.423,0.415,DOWN
0.448,7,0.319,0.014,0.338,0.001,0.238,0.707,DOWN
0.018,7,0.553,0.071,0.247,0.003,0.423,0.415,UP
0.438,6,0.596,0.051,0.381,0.003,0.423,0.415,UP
0.88,4,0.298,0.029,0.443,0.002,0.462,0.261,DOWN
0.032,1,0.149,0.046,0.042,0.003,0.423,0.415,DOWN
0.001,6,0.021,0.093,0.222,0.003,0.423,0.415,DOWN
0.447,1,0.362,0.041,0.222,0.003,0.195,0.797,UP
0.872,3,0.277,0.037,0.464,0.002,0.415,0.854,DOWN
0.434,6,0.468,0.076,0.536,0.003,0.423,0.415,UP
0.019,5,0.447,0.047,0.577,0.003,0.423,0.415,DOWN
0.425,7,0.426,0.057,0.377,0.003,0.423,0.415,UP
0.456,6,0.596,0.034,0.565,0.002,0.613,0.28,DOWN
0.438,1,0.383,0.064,0.506,0.003,0.423,0.415,DOWN
0.018,5,0.383,0.047,0.592,0.003,0.423,0.415,DOWN
0.912,2,0.553,0.044,0.273,0.001,0.23,0.838,DOWN
0.429,5,0.383,0.095,0.534,0.003,0.423,0.415,UP
0.019,5,0.043,0.048,0.338,0.003,0.423,0.415,UP
0.907,6,0.979,0.087,0.357,0.006,0.341,0.45,DOWN
0.466,2,0.957,0.028,0.405,0.002,0.258,0.396,DOWN
0.474,7,0.957,0.046,0.424,0.003,0.226,0.795,UP
0.023,5,0.17,0.066,0.198,0.003,0.423,0.415,DOWN
0.027,6,0.851,0.047,0.295,0.003,0.423,0.415,DOWN
0.023,5,0.426,0.089,0.516,0.003,0.423,0.415,UP
0.877,7,0.234,0.021,0.144,0.001,0.221,0.847,DOWN
0.89,7,0.745,0.079,0.843,0.005,0.698,0.315,UP
0.911,6,0.681,0.044,0.489,0.003,0.331,0.611,UP
0.026,4,0.766,0.082,0.466,0.003,0.423,0.415,UP
0.46,4,0.532,0.032,0.498,0.002,0.517,0.351,DOWN
0.023,1,0.426,0.084,0.493,0.003,0.423,0.415,UP
0.461,4,0.979,0.057,0.407,0.004,0.381,0.514,UP
0.018,4,0.319,0.061,0.511,0.003,0.423,0.415,DOWN
0.43,6,0.128,0.046,0.128,0.003,0.423,0.415,DOWN
0.46,3,0.702,0.043,0.448,0.003,0.457,0.387,DOWN
0.018,2,0.872,0.047,0.509,0.003,0.423,0.415,DOWN
0.443,5,0.745,0.077,0.593,0.005,0.559,0.363,UP
0.031,2,0.553,0.063,0.483,0.003,0.423,0.415,DOWN
0.911,5,0.894,0.043,0.474,0.003,0.348,0.559,DOWN
0.434,7,0.106,0.05,0.262,0.003,0.423,0.415,DOWN
0.014,6,0.043,0.041,0.296,0.003,0.423,0.415,DOWN
0.89,5,0.404,0.033,0.631,0.002,0.598,0.315,DOWN
0.001,1,0.553,0.12,0.354,0.003,0.423,0.415,UP
0.474,1,0.723,0.025,0.219,0.002,0.161,0.786,DOWN
0.005,7,0.872,0.043,0.507,0.003,0.423,0.415,DOWN
0.895,5,0.277,0.08,0.543,0.005,0.64,0.398,UP
0.01,4,0.34,0.042,0.629,0.003,0.423,0.415,DOWN
0.442,2,0.979,0.046,0.377,0.003,0.349,0.501,DOWN
0.448,1,0.043,0.041,0.382,0.003,0.393,0.686,UP
0.014,5,0.638,0.086,0.495,0.003,0.423,0.415,UP
0.018,7,0.723,0.041,0.394,0.003,0.423,0.415,DOWN
0.023,4,0.191,0.058,0.147,0.003,0.423,0.415,DOWN
0.474,6,0.319,0.029,0.485,0.002,0.364,0.591,UP
0.429,2,0.979,0.081,0.432,0.003,0.423,0.415,UP
0.474,1,0.809,0.028,0.294,0.002,0.184,0.856,DOWN
0.434,1,0.872,0.047,0.427,0.003,0.423,0.415,DOWN
0.868,1,0.936,0.027,0.328,0.002,0.287,0.834,DOWN
0.031,4,0.596,0.065,0.564,0.003,0.423,0.415,DOWN
0.885,7,0.064,0.029,0.226,0.002,0.343,0.693,DOWN
0.434,6,0.319,0.046,0.284,0.003,0.423,0.415,DOWN
0.005,2,0.574,0.076,0.504,0.003,0.423,0.415,DOWN
0.456,4,0.128,0.023,0.265,0.001,0.252,0.815,DOWN
0.005,3,0.915,0.09,0.615,0.003,0.423,0.415,DOWN
0.005,2,0.936,0.043,0.546,0.003,0.423,0.415,DOWN
0.01,1,0.681,0.041,0.467,0.003,0.423,0.415,UP
0.01,4,0.149,0.041,0.187,0.003,0.423,0.415,DOWN
0.438,4,1.0,0.047,0.409,0.003,0.423,0.415,DOWN
0.429,7,0.106,0.055,0.142,0.003,0.423,0.415,DOWN
0.429,1,0.447,0.07,0.389,0.003,0.423,0.415,UP
0.005,1,0.064,0.075,0.295,0.003,0.423,0.415,DOWN
0.898,5,0.617,0.093,0.737,0.006,0.696,0.548,UP
0.872,6,0.574,0.029,0.501,0.001,0.292,0.789,DOWN
0.439,1,0.872,0.047,0.316,0.003,0.423,0.415,DOWN
0.018,4,0.851,0.048,0.461,0.003,0.423,0.415,DOWN
0.451,3,0.574,0.041,0.552,0.003,0.539,0.436,DOWN
0.426,2,0.681,0.066,0.355,0.003,0.423,0.415,UP
0.443,7,0.234,0.043,0.103,0.003,0.159,0.639,DOWN
0.013,4,0.872,0.041,0.476,0.003,0.423,0.415,DOWN
0.014,4,0.681,0.045,0.447,0.003,0.423,0.415,DOWN
0.876,4,0.128,0.027,0.127,0.001,0.16,0.88,DOWN
0.457,3,0.809,0.038,0.742,0.003,0.635,0.546,DOWN
0.881,1,0.979,0.044,0.355,0.001,0.29,0.73,UP
0.031,7,0.702,0.056,0.241,0.003,0.423,0.415,DOWN
0.014,5,0.936,0.045,0.516,0.003,0.423,0.415,DOWN
0.907,1,0.702,0.042,0.356,0.003,0.346,0.482,UP
0.023,7,0.766,0.081,0.238,0.003,0.423,0.415,UP
0.027,6,0.085,0.048,0.152,0.003,0.423,0.415,DOWN
0.461,7,0.404,0.03,0.372,0.002,0.247,0.793,DOWN
0.023,5,0.787,0.115,0.46,0.003,0.423,0.415,UP
0.032,4,0.809,0.075,0.321,0.003,0.423,0.415,UP
0.434,2,0.596,0.076,0.572,0.003,0.423,0.415,UP
0.022,7,0.553,0.044,0.308,0.003,0.423,0.415,DOWN
0.899,5,0.191,0.036,0.193,0.002,0.276,0.666,DOWN
0.452,7,0.532,0.033,0.343,0.002,0.35,0.542,DOWN
0.01,4,0.426,0.042,0.627,0.003,0.423,0.415,DOWN
0.001,3,0.553,0.044,0.49,0.003,0.423,0.415,DOWN
0.465,3,0.894,0.031,0.378,0.002,0.33,0.589,DOWN
0.452,2,0.979,0.034,0.535,0.002,0.454,0.46,DOWN
0.439,6,0.362,0.064,0.434,0.003,0.423,0.415,UP
0.872,2,0.149,0.033,0.167,0.002,0.165,0.885,DOWN
0.881,5,0.617,0.064,0.474,0.004,0.537,0.586,UP
0.005,6,0.255,0.075,0.192,0.003,0.423,0.415,UP
0.018,5,0.043,0.047,0.421,0.003,0.423,0.415,DOWN
0.027,3,0.66,0.075,0.474,0.003,0.423,0.415,UP
0.461,4,0.468,0.068,0.616,0.004,0.572,0.36,DOWN
0.885,6,0.277,0.03,0.346,0.002,0.303,0.632,DOWN
0.89,6,0.787,0.073,0.656,0.005,0.515,0.678,DOWN
0.028,5,0.574,0.058,0.452,0.003,0.423,0.415,DOWN
0.474,1,0.298,0.026,0.183,0.002,0.169,0.834,DOWN
0.018,2,0.426,0.081,0.501,0.003,0.423,0.415,UP
0.881,4,0.851,0.054,0.434,0.003,0.427,0.625,DOWN
0.916,6,0.362,0.052,0.517,0.004,0.554,0.44,DOWN
0.005,7,0.957,0.075,0.305,0.003,0.423,0.415,UP
0.022,6,0.426,0.083,0.376,0.003,0.423,0.415,UP
0.447,5,0.191,0.019,0.155,0.001,0.233,0.707,DOWN
0.469,7,0.851,0.027,0.255,0.002,0.213,0.556,DOWN
0.001,3,0.447,0.044,0.678,0.003,0.423,0.415,DOWN
0.912,2,0.255,0.044,0.324,0.003,0.39,0.481,UP
0.461,7,0.255,0.028,0.184,0.002,0.153,0.558,DOWN
0.018,6,0.298,0.047,0.343,0.003,0.423,0.415,DOWN
0.899,7,0.043,0.032,0.444,0.002,0.425,0.507,DOWN
0.004,4,0.277,0.044,0.496,0.003,0.423,0.415,DOWN
0.456,3,0.298,0.038,0.58,0.003,0.606,0.327,DOWN
0.009,3,0.638,0.042,0.509,0.003,0.423,0.415,DOWN
0.031,3,0.83,0.113,0.578,0.003,0.423,0.415,UP
0.448,1,0.106,0.018,0.107,0.001,0.229,0.58,DOWN
0.023,2,0.957,0.094,0.439,0.003,0.423,0.415,UP
0.474,2,0.17,0.026,0.116,0.002,0.12,0.79,DOWN
0.445,5,0.851,0.042,0.417,0.003,0.238,0.746,DOWN
0.908,3,0.681,0.042,0.441,0.003,0.525,0.287,DOWN
0.43,3,0.809,0.058,0.485,0.003,0.423,0.415,DOWN
0.912,5,0.872,0.065,0.43,0.004,0.497,0.476,DOWN
0.443,2,0.426,0.089,0.552,0.006,0.58,0.501,UP
0.456,2,0.809,0.035,0.605,0.002,0.496,0.726,DOWN
0.009,5,1.0,0.042,0.571,0.003,0.423,0.415,DOWN
0.013,5,0.362,0.042,0.484,0.003,0.423,0.415,DOWN
0.426,2,0.234,0.072,0.263,0.003,0.423,0.415,UP
0.464,6,0.936,0.028,0.453,0.002,0.311,0.49,DOWN
0.867,3,0.894,0.034,0.391,0.002,0.36,0.778,UP
0.881,6,0.106,0.029,0.157,0.002,0.304,0.761,DOWN
0.013,7,0.766,0.103,0.344,0.003,0.423,0.415,DOWN
0.022,7,0.809,0.055,0.291,0.003,0.423,0.415,UP
0.019,4,0.064,0.045,0.343,0.003,0.423,0.415,DOWN
0.426,7,0.617,0.075,0.287,0.003,0.423,0.415,UP
0.005,7,0.809,0.079,0.415,0.003,0.423,0.415,UP
0.456,5,0.532,0.035,0.477,0.002,0.508,0.533,DOWN
0.881,4,0.702,0.029,0.488,0.002,0.519,0.418,DOWN
0.465,5,0.702,0.056,0.454,0.004,0.537,0.253,UP
0.456,6,0.106,0.036,0.279,0.002,0.327,0.568,DOWN
0.442,3,0.34,0.118,0.533,0.008,0.457,0.501,UP
0.031,6,0.957,0.055,0.415,0.003,0.423,0.415,DOWN
0.439,5,0.447,0.066,0.65,0.003,0.423,0.415,UP
0.429,5,0.745,0.077,0.56,0.003,0.423,0.415,UP
0.448,5,0.383,0.079,0.615,0.003,0.636,0.315,UP
0.004,5,0.532,0.047,0.509,0.003,0.423,0.415,DOWN
0.023,2,0.043,0.067,0.198,0.003,0.423,0.415,DOWN
0.872,2,0.809,0.026,0.719,0.002,0.564,0.664,DOWN
0.429,1,0.511,0.077,0.491,0.003,0.423,0.415,DOWN
0.434,7,0.766,0.047,0.333,0.003,0.423,0.415,UP
0.014,2,0.255,0.062,0.419,0.003,0.423,0.415,UP
0.013,1,0.043,0.041,0.243,0.003,0.423,0.415,DOWN
0.439,6,1.0,0.048,0.455,0.003,0.423,0.415,DOWN
0.425,4,0.383,0.114,0.582,0.003,0.423,0.415,UP
0.871,2,0.872,0.029,0.438,0.001,0.339,0.747,DOWN
0.461,5,0.085,0.026,0.171,0.002,0.275,0.485,DOWN
0.452,3,0.362,0.035,0.533,0.002,0.568,0.611,DOWN
0.018,7,0.979,0.076,0.401,0.003,0.423,0.415,UP
0.908,5,0.043,0.044,0.264,0.003,0.395,0.466,DOWN
0.903,3,0.532,0.044,0.484,0.003,0.634,0.397,DOWN
0.89,3,0.298,0.046,0.593,0.003,0.607,0.26,DOWN
0.026,2,0.596,0.078,0.518,0.003,0.423,0.415,UP
0.461,1,0.404,0.029,0.293,0.002,0.177,0.615,DOWN
0.461,1,0.383,0.052,0.516,0.004,0.462,0.597,UP
0.425,5,0.915,0.058,0.337,0.003,0.423,0.415,DOWN
0.911,5,0.021,0.043,0.405,0.003,0.34,0.596,DOWN
0.031,1,0.723,0.069,0.426,0.003,0.423,0.415,DOWN
0.023,4,0.574,0.056,0.455,0.003,0.423,0.415,DOWN
0.885,3,0.638,0.037,0.473,0.002,0.507,0.521,DOWN
0.448,2,0.043,0.044,0.593,0.003,0.516,0.547,DOWN
0.009,2,0.809,0.042,0.505,0.003,0.423,0.415,DOWN
0.004,4,0.447,0.047,0.603,0.003,0.423,0.415,DOWN
0.018,4,0.021,0.056,0.295,0.003,0.423,0.415,DOWN
0.001,1,0.447,0.084,0.557,0.003,0.423,0.415,DOWN
0.912,2,0.34,0.044,0.493,0.003,0.512,0.483,DOWN
0.023,4,0.766,0.075,0.367,0.003,0.423,0.415,UP
0.447,7,0.213,0.027,0.16,0.002,0.253,0.718,DOWN
0.027,5,0.957,0.105,0.481,0.003,0.423,0.415,UP
0.435,3,0.894,0.046,0.311,0.003,0.423,0.415,DOWN
0.881,6,0.872,0.036,0.332,0.002,0.473,0.589,DOWN
